Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aclnnInplaceFillScalar,,,3.03,3.03,1.4,1.4,0,0
vllm::unified_attention_with_output,,,321.38,868.66,0,24.199999999999996,0,0
aten::slice,,,7.46,15.24,0,0,0,0
aten::as_strided,,,7.78,7.78,0,0,0,0
aten::slice,,,2.16,4.6,0,0,0,0
aten::as_strided,,,2.44,2.44,0,0,0,0
aten::slice,,,7.53,9.85,0,0,0,0
aten::as_strided,,,2.32,2.32,0,0,0,0
atb::_npu_reshape_and_cache,,,40.51,59.57,0,2.9,0,0
ReshapeCacheOperation,,,19.06,19.06,2.9,2.9,0,0
aten::view,,,11.54,11.54,0,0,0,0
aten::view,,,3.71,3.71,0,0,0,0
aten::slice,,,4.06,7.35,0,0,0,0
aten::as_strided,,,3.29,3.29,0,0,0,0
npu::npu_fused_infer_attention_score,,,221.2,268.21,0,20.74,0,0
empty_tensor,,,14.75,14.75,0,0,0,0
empty_tensor,,,4.91,4.91,0,0,0,0
empty_tensor,,,5.92,5.92,0,0,0,0
empty_tensor,,,1.81,1.81,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,19.62,19.62,20.74,20.74,0,0
aten::view,,,7.04,7.04,0,0,0,0
aten::slice,,,4.99,8.74,0,0,0,0
aten::as_strided,,,3.75,3.75,0,0,0,0
aten::copy_,,,74.71,79.72,0,0.56,0,0
aclnnInplaceCopy,,,5.01,5.01,0.56,0.56,0,0
aten::slice,,,3.68,7.75,0,0,0,0
aten::as_strided,,,4.07,4.07,0,0,0,0
aten::copy_,,,45.09,63.96,0,0,0,0
aclnnInplaceCopy,,,18.87,18.87,0,0,0,0
aten::fill_,,,19.09,37.55,0,1.44,0,0
aclnnInplaceFillScalar,,,18.46,18.46,1.44,1.44,0,0
aten::fill_,,,8.57,11.22,0,1.44,0,0
aclnnInplaceFillScalar,,,2.65,2.65,1.44,1.44,0,0
vllm::gdn_attention_core,,,1533.23,1933.8,0,46.14,0,0
aten::transpose,,,12.36,20.55,0,0,0,0
aten::as_strided,,,8.19,8.19,0,0,0,0
aten::slice,,,3.95,6.59,0,0,0,0
aten::as_strided,,,2.64,2.64,0,0,0,0
aten::slice,,,1.48,3.92,0,0,0,0
aten::as_strided,,,2.44,2.44,0,0,0,0
aten::slice,,,1.37,2.7,0,0,0,0
aten::as_strided,,,1.33,1.33,0,0,0,0
aten::view,,,7.77,7.77,0,0,0,0
aten::slice,,,5.63,8.7,0,0,0,0
aten::as_strided,,,3.07,3.07,0,0,0,0
aten::transpose,,,3.89,6.33,0,0,0,0
aten::as_strided,,,2.44,2.44,0,0,0,0
aten::contiguous,,,3.45,74.23,0,22.82,0,0
aten::clone,,,7.05,70.78,0,22.82,0,0
empty_tensor,,,14.58,14.58,0,0,0,0
aten::copy_,,,28.2,49.15,0,22.82,0,0
aclnnInplaceCopy,,,20.95,20.95,22.82,22.82,0,0
aten::transpose,,,5.24,8.16,0,0,0,0
aten::as_strided,,,2.92,2.92,0,0,0,0
aten::to,,,1.59,1.59,0,0,0,0
aten::unsqueeze,,,2.67,4.55,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,26.92,26.92,7.0,7.0,0,0
aten::squeeze,,,7.58,13.79,0,0,0,0
aten::as_strided,,,6.21,6.21,0,0,0,0
aten::to,,,2.74,2.74,0,0,0,0
aten::split_with_sizes,,,7.86,15.93,0,0,0,0
aten::as_strided,,,5.1,5.1,0,0,0,0
aten::as_strided,,,1.93,1.93,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::reshape,,,2.44,7.16,0,0,0,0
aten::view,,,4.72,4.72,0,0,0,0
aten::reshape,,,1.0,3.23,0,0,0,0
aten::view,,,2.23,2.23,0,0,0,0
aten::reshape,,,1.33,4.46,0,0,0,0
aten::view,,,3.13,3.13,0,0,0,0
aten::reshape,,,0.69,2.4,0,0,0,0
aten::view,,,1.71,1.71,0,0,0,0
aten::reshape,,,1.16,3.16,0,0,0,0
aten::view,,,2.0,2.0,0,0,0,0
aten::reshape,,,0.68,2.28,0,0,0,0
aten::view,,,1.6,1.6,0,0,0,0
aten::new_empty,,,2.8,26.05,0,0,0,0
aten::empty,,,7.15,23.25,0,0,0,0
empty_tensor,,,16.1,16.1,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,29.2,29.2,15.76,15.76,0,0
aten::squeeze,,,7.46,14.66,0,0,0,0
aten::as_strided,,,7.2,7.2,0,0,0,0
aten::squeeze,,,2.53,4.64,0,0,0,0
aten::as_strided,,,2.11,2.11,0,0,0,0
aten::copy_,,,80.71,98.86,0,0.56,0,0
aclnnInplaceCopy,,,18.15,18.15,0.56,0.56,0,0
aten::fill_,,,19.07,35.89,0,1.34,0,0
aclnnInplaceFillScalar,,,16.82,16.82,1.34,1.34,0,0
aten::fill_,,,8.32,11.13,0,1.34,0,0
aclnnInplaceFillScalar,,,2.81,2.81,1.34,1.34,0,0
vllm::gdn_attention_core,,,1471.24,1867.28,0,37.0,0,0
aten::transpose,,,12.42,20.69,0,0,0,0
aten::as_strided,,,8.27,8.27,0,0,0,0
aten::slice,,,4.41,6.81,0,0,0,0
aten::as_strided,,,2.4,2.4,0,0,0,0
aten::slice,,,1.52,2.96,0,0,0,0
aten::as_strided,,,1.44,1.44,0,0,0,0
aten::slice,,,1.33,2.85,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
aten::view,,,7.81,7.81,0,0,0,0
aten::slice,,,5.51,8.89,0,0,0,0
aten::as_strided,,,3.38,3.38,0,0,0,0
aten::transpose,,,3.66,5.86,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::contiguous,,,2.8,73.45,0,17.98,0,0
aten::clone,,,7.05,70.65,0,17.98,0,0
empty_tensor,,,15.44,15.44,0,0,0,0
aten::copy_,,,29.79,48.16,0,17.98,0,0
aclnnInplaceCopy,,,18.37,18.37,17.98,17.98,0,0
aten::transpose,,,6.24,9.36,0,0,0,0
aten::as_strided,,,3.12,3.12,0,0,0,0
aten::to,,,1.71,1.71,0,0,0,0
aten::unsqueeze,,,2.64,4.6,0,0,0,0
aten::as_strided,,,1.96,1.96,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,24.69,24.69,7.4,7.4,0,0
aten::squeeze,,,7.13,13.18,0,0,0,0
aten::as_strided,,,6.05,6.05,0,0,0,0
aten::to,,,2.1,2.1,0,0,0,0
aten::split_with_sizes,,,8.12,15.86,0,0,0,0
aten::as_strided,,,4.7,4.7,0,0,0,0
aten::as_strided,,,2.04,2.04,0,0,0,0
aten::as_strided,,,1.0,1.0,0,0,0,0
aten::reshape,,,2.21,6.86,0,0,0,0
aten::view,,,4.65,4.65,0,0,0,0
aten::reshape,,,0.75,3.59,0,0,0,0
aten::view,,,2.84,2.84,0,0,0,0
aten::reshape,,,1.23,3.43,0,0,0,0
aten::view,,,2.2,2.2,0,0,0,0
aten::reshape,,,0.79,2.44,0,0,0,0
aten::view,,,1.65,1.65,0,0,0,0
aten::reshape,,,1.01,3.04,0,0,0,0
aten::view,,,2.03,2.03,0,0,0,0
aten::reshape,,,0.78,3.04,0,0,0,0
aten::view,,,2.26,2.26,0,0,0,0
aten::new_empty,,,2.63,22.78,0,0,0,0
aten::empty,,,4.8,20.15,0,0,0,0
empty_tensor,,,15.35,15.35,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,29.89,29.89,11.0,11.0,0,0
aten::squeeze,,,7.33,14.32,0,0,0,0
aten::as_strided,,,6.99,6.99,0,0,0,0
aten::squeeze,,,2.31,4.96,0,0,0,0
aten::as_strided,,,2.65,2.65,0,0,0,0
aten::copy_,,,83.04,100.87,0,0.62,0,0
aclnnInplaceCopy,,,17.83,17.83,0.62,0.62,0,0
aten::fill_,,,18.99,36.17,0,1.64,0,0
aclnnInplaceFillScalar,,,17.18,17.18,1.64,1.64,0,0
aten::fill_,,,8.49,11.29,0,1.32,0,0
aclnnInplaceFillScalar,,,2.8,2.8,1.32,1.32,0,0
vllm::gdn_attention_core,,,1449.18,1875.77,0,33.06,0,0
aten::transpose,,,13.09,21.62,0,0,0,0
aten::as_strided,,,8.53,8.53,0,0,0,0
aten::slice,,,3.89,6.3,0,0,0,0
aten::as_strided,,,2.41,2.41,0,0,0,0
aten::slice,,,1.6,3.16,0,0,0,0
aten::as_strided,,,1.56,1.56,0,0,0,0
aten::slice,,,1.22,2.36,0,0,0,0
aten::as_strided,,,1.14,1.14,0,0,0,0
aten::view,,,8.88,8.88,0,0,0,0
aten::slice,,,5.77,8.77,0,0,0,0
aten::as_strided,,,3.0,3.0,0,0,0,0
aten::transpose,,,3.68,5.91,0,0,0,0
aten::as_strided,,,2.23,2.23,0,0,0,0
aten::contiguous,,,3.05,92.64,0,14.56,0,0
aten::clone,,,6.59,89.59,0,14.56,0,0
empty_tensor,,,14.99,14.99,0,0,0,0
aten::copy_,,,30.22,68.01,0,14.56,0,0
aclnnInplaceCopy,,,37.79,37.79,14.56,14.56,0,0
aten::transpose,,,5.43,8.71,0,0,0,0
aten::as_strided,,,3.28,3.28,0,0,0,0
aten::to,,,1.52,1.52,0,0,0,0
aten::unsqueeze,,,2.59,4.66,0,0,0,0
aten::as_strided,,,2.07,2.07,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,26.62,26.62,7.1,7.1,0,0
aten::squeeze,,,7.39,13.57,0,0,0,0
aten::as_strided,,,6.18,6.18,0,0,0,0
aten::to,,,1.79,1.79,0,0,0,0
aten::split_with_sizes,,,7.42,14.52,0,0,0,0
aten::as_strided,,,3.87,3.87,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::reshape,,,2.37,7.13,0,0,0,0
aten::view,,,4.76,4.76,0,0,0,0
aten::reshape,,,0.84,3.23,0,0,0,0
aten::view,,,2.39,2.39,0,0,0,0
aten::reshape,,,1.06,3.2,0,0,0,0
aten::view,,,2.14,2.14,0,0,0,0
aten::reshape,,,0.8,2.65,0,0,0,0
aten::view,,,1.85,1.85,0,0,0,0
aten::reshape,,,1.19,3.99,0,0,0,0
aten::view,,,2.8,2.8,0,0,0,0
aten::reshape,,,0.81,2.38,0,0,0,0
aten::view,,,1.57,1.57,0,0,0,0
aten::new_empty,,,3.03,23.52,0,0,0,0
aten::empty,,,5.3,20.49,0,0,0,0
empty_tensor,,,15.19,15.19,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,31.15,31.15,10.8,10.8,0,0
aten::squeeze,,,7.91,15.11,0,0,0,0
aten::as_strided,,,7.2,7.2,0,0,0,0
aten::squeeze,,,2.14,4.03,0,0,0,0
aten::as_strided,,,1.89,1.89,0,0,0,0
aten::copy_,,,83.13,109.17,0,0.6,0,0
aclnnInplaceCopy,,,26.04,26.04,0.6,0.6,0,0
aten::fill_,,,19.21,34.0,0,1.4,0,0
aclnnInplaceFillScalar,,,14.79,14.79,1.4,1.4,0,0
aten::fill_,,,7.79,11.08,0,1.52,0,0
aclnnInplaceFillScalar,,,3.29,3.29,1.52,1.52,0,0
vllm::unified_attention_with_output,,,321.34,738.25,0,22.18,0,0
aten::slice,,,6.91,13.8,0,0,0,0
aten::as_strided,,,6.89,6.89,0,0,0,0
aten::slice,,,1.81,4.33,0,0,0,0
aten::as_strided,,,2.52,2.52,0,0,0,0
aten::slice,,,7.15,9.32,0,0,0,0
aten::as_strided,,,2.17,2.17,0,0,0,0
atb::_npu_reshape_and_cache,,,41.74,56.2,0,2.26,0,0
ReshapeCacheOperation,,,14.46,14.46,2.26,2.26,0,0
aten::view,,,12.02,12.02,0,0,0,0
aten::view,,,3.65,3.65,0,0,0,0
aten::slice,,,3.81,7.14,0,0,0,0
aten::as_strided,,,3.33,3.33,0,0,0,0
npu::npu_fused_infer_attention_score,,,105.72,149.63,0,19.34,0,0
empty_tensor,,,14.7,14.7,0,0,0,0
empty_tensor,,,4.96,4.96,0,0,0,0
empty_tensor,,,3.28,3.28,0,0,0,0
empty_tensor,,,1.8,1.8,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,19.17,19.17,19.34,19.34,0,0
aten::view,,,5.28,5.28,0,0,0,0
aten::slice,,,4.45,7.77,0,0,0,0
aten::as_strided,,,3.32,3.32,0,0,0,0
aten::copy_,,,73.13,79.18,0,0.58,0,0
aclnnInplaceCopy,,,6.05,6.05,0.58,0.58,0,0
aten::slice,,,4.15,8.04,0,0,0,0
aten::as_strided,,,3.89,3.89,0,0,0,0
aten::copy_,,,43.65,60.55,0,0,0,0
aclnnInplaceCopy,,,16.9,16.9,0,0,0,0
aten::fill_,,,17.8,35.19,0,1.42,0,0
aclnnInplaceFillScalar,,,17.39,17.39,1.42,1.42,0,0
aten::fill_,,,8.49,11.57,0,1.48,0,0
aclnnInplaceFillScalar,,,3.08,3.08,1.48,1.48,0,0
vllm::gdn_attention_core,,,1479.81,1878.58,0,44.36,0,0
aten::transpose,,,12.2,20.52,0,0,0,0
aten::as_strided,,,8.32,8.32,0,0,0,0
aten::slice,,,4.01,6.51,0,0,0,0
aten::as_strided,,,2.5,2.5,0,0,0,0
aten::slice,,,1.49,3.2,0,0,0,0
aten::as_strided,,,1.71,1.71,0,0,0,0
aten::slice,,,1.99,3.53,0,0,0,0
aten::as_strided,,,1.54,1.54,0,0,0,0
aten::view,,,7.78,7.78,0,0,0,0
aten::slice,,,5.48,8.12,0,0,0,0
aten::as_strided,,,2.64,2.64,0,0,0,0
aten::transpose,,,3.53,5.89,0,0,0,0
aten::as_strided,,,2.36,2.36,0,0,0,0
aten::contiguous,,,3.38,75.3,0,21.32,0,0
aten::clone,,,6.94,71.92,0,21.32,0,0
empty_tensor,,,15.42,15.42,0,0,0,0
aten::copy_,,,28.06,49.56,0,21.32,0,0
aclnnInplaceCopy,,,21.5,21.5,21.32,21.32,0,0
aten::transpose,,,5.06,8.15,0,0,0,0
aten::as_strided,,,3.09,3.09,0,0,0,0
aten::to,,,1.7,1.7,0,0,0,0
aten::unsqueeze,,,2.55,4.87,0,0,0,0
aten::as_strided,,,2.32,2.32,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,27.52,27.52,7.0,7.0,0,0
aten::squeeze,,,7.16,13.71,0,0,0,0
aten::as_strided,,,6.55,6.55,0,0,0,0
aten::to,,,1.75,1.75,0,0,0,0
aten::split_with_sizes,,,7.59,14.99,0,0,0,0
aten::as_strided,,,4.41,4.41,0,0,0,0
aten::as_strided,,,1.77,1.77,0,0,0,0
aten::as_strided,,,1.22,1.22,0,0,0,0
aten::reshape,,,2.58,6.99,0,0,0,0
aten::view,,,4.41,4.41,0,0,0,0
aten::reshape,,,1.03,3.77,0,0,0,0
aten::view,,,2.74,2.74,0,0,0,0
aten::reshape,,,1.44,3.81,0,0,0,0
aten::view,,,2.37,2.37,0,0,0,0
aten::reshape,,,0.89,3.17,0,0,0,0
aten::view,,,2.28,2.28,0,0,0,0
aten::reshape,,,1.33,3.32,0,0,0,0
aten::view,,,1.99,1.99,0,0,0,0
aten::reshape,,,1.0,2.58,0,0,0,0
aten::view,,,1.58,1.58,0,0,0,0
aten::new_empty,,,3.17,24.0,0,0,0,0
aten::empty,,,4.75,20.83,0,0,0,0
empty_tensor,,,16.08,16.08,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,29.16,29.16,15.44,15.44,0,0
aten::squeeze,,,7.97,15.34,0,0,0,0
aten::as_strided,,,7.37,7.37,0,0,0,0
aten::squeeze,,,2.8,5.12,0,0,0,0
aten::as_strided,,,2.32,2.32,0,0,0,0
aten::copy_,,,78.79,97.97,0,0.6,0,0
aclnnInplaceCopy,,,19.18,19.18,0.6,0.6,0,0
aten::fill_,,,19.61,37.32,0,1.8,0,0
aclnnInplaceFillScalar,,,17.71,17.71,1.8,1.8,0,0
aten::fill_,,,8.77,11.4,0,1.4,0,0
aclnnInplaceFillScalar,,,2.63,2.63,1.4,1.4,0,0
vllm::gdn_attention_core,,,1745.88,2351.5,0,33.839999999999996,0,0
aten::transpose,,,17.81,32.85,0,0,0,0
aten::as_strided,,,15.04,15.04,0,0,0,0
aten::slice,,,5.09,10.01,0,0,0,0
aten::as_strided,,,4.92,4.92,0,0,0,0
aten::slice,,,2.36,6.79,0,0,0,0
aten::as_strided,,,4.43,4.43,0,0,0,0
aten::slice,,,2.18,6.43,0,0,0,0
aten::as_strided,,,4.25,4.25,0,0,0,0
aten::view,,,14.03,14.03,0,0,0,0
aten::slice,,,8.65,14.53,0,0,0,0
aten::as_strided,,,5.88,5.88,0,0,0,0
aten::transpose,,,5.43,9.16,0,0,0,0
aten::as_strided,,,3.73,3.73,0,0,0,0
aten::contiguous,,,4.56,123.67,0,14.88,0,0
aten::clone,,,7.79,119.11,0,14.88,0,0
empty_tensor,,,22.8,22.8,0,0,0,0
aten::copy_,,,52.76,88.52,0,14.88,0,0
aclnnInplaceCopy,,,35.76,35.76,14.88,14.88,0,0
aten::transpose,,,6.92,10.84,0,0,0,0
aten::as_strided,,,3.92,3.92,0,0,0,0
aten::to,,,2.17,2.17,0,0,0,0
aten::unsqueeze,,,3.95,6.63,0,0,0,0
aten::as_strided,,,2.68,2.68,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,41.72,41.72,7.16,7.16,0,0
aten::squeeze,,,8.16,15.19,0,0,0,0
aten::as_strided,,,7.03,7.03,0,0,0,0
aten::to,,,2.88,2.88,0,0,0,0
aten::split_with_sizes,,,8.42,17.61,0,0,0,0
aten::as_strided,,,4.29,4.29,0,0,0,0
aten::as_strided,,,2.39,2.39,0,0,0,0
aten::as_strided,,,2.51,2.51,0,0,0,0
aten::reshape,,,2.93,7.98,0,0,0,0
aten::view,,,5.05,5.05,0,0,0,0
aten::reshape,,,2.52,6.25,0,0,0,0
aten::view,,,3.73,3.73,0,0,0,0
aten::reshape,,,2.35,5.05,0,0,0,0
aten::view,,,2.7,2.7,0,0,0,0
aten::reshape,,,1.78,5.17,0,0,0,0
aten::view,,,3.39,3.39,0,0,0,0
aten::reshape,,,1.91,5.13,0,0,0,0
aten::view,,,3.22,3.22,0,0,0,0
aten::reshape,,,1.42,3.39,0,0,0,0
aten::view,,,1.97,1.97,0,0,0,0
aten::new_empty,,,4.43,26.8,0,0,0,0
aten::empty,,,5.76,22.37,0,0,0,0
empty_tensor,,,16.61,16.61,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,35.74,35.74,11.2,11.2,0,0
aten::squeeze,,,7.81,15.04,0,0,0,0
aten::as_strided,,,7.23,7.23,0,0,0,0
aten::squeeze,,,4.17,7.02,0,0,0,0
aten::as_strided,,,2.85,2.85,0,0,0,0
aten::copy_,,,141.47,173.54,0,0.6,0,0
aclnnInplaceCopy,,,32.07,32.07,0.6,0.6,0,0
aten::fill_,,,44.47,88.45,0,1.42,0,0
aclnnInplaceFillScalar,,,43.98,43.98,1.42,1.42,0,0
aten::fill_,,,8.56,70.87,0,1.4,0,0
aclnnInplaceFillScalar,,,62.31,62.31,1.4,1.4,0,0
vllm::gdn_attention_core,,,1583.09,2129.79,0,33.34,0,0
aten::transpose,,,13.3,24.02,0,0,0,0
aten::as_strided,,,10.72,10.72,0,0,0,0
aten::slice,,,4.16,8.77,0,0,0,0
aten::as_strided,,,4.61,4.61,0,0,0,0
aten::slice,,,1.99,4.88,0,0,0,0
aten::as_strided,,,2.89,2.89,0,0,0,0
aten::slice,,,1.72,4.17,0,0,0,0
aten::as_strided,,,2.45,2.45,0,0,0,0
aten::view,,,11.93,11.93,0,0,0,0
aten::slice,,,7.59,12.24,0,0,0,0
aten::as_strided,,,4.65,4.65,0,0,0,0
aten::transpose,,,4.84,8.29,0,0,0,0
aten::as_strided,,,3.45,3.45,0,0,0,0
aten::contiguous,,,3.78,134.21,0,14.28,0,0
aten::clone,,,7.27,130.43,0,14.28,0,0
empty_tensor,,,15.33,15.33,0,0,0,0
aten::copy_,,,34.0,107.83,0,14.28,0,0
aclnnInplaceCopy,,,73.83,73.83,14.28,14.28,0,0
aten::transpose,,,5.13,9.26,0,0,0,0
aten::as_strided,,,4.13,4.13,0,0,0,0
aten::to,,,2.0,2.0,0,0,0,0
aten::unsqueeze,,,3.15,5.4,0,0,0,0
aten::as_strided,,,2.25,2.25,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,39.95,39.95,7.2,7.2,0,0
aten::squeeze,,,7.69,14.2,0,0,0,0
aten::as_strided,,,6.51,6.51,0,0,0,0
aten::to,,,2.3,2.3,0,0,0,0
aten::split_with_sizes,,,9.4,18.2,0,0,0,0
aten::as_strided,,,4.46,4.46,0,0,0,0
aten::as_strided,,,2.99,2.99,0,0,0,0
aten::as_strided,,,1.35,1.35,0,0,0,0
aten::reshape,,,2.78,7.31,0,0,0,0
aten::view,,,4.53,4.53,0,0,0,0
aten::reshape,,,1.12,4.28,0,0,0,0
aten::view,,,3.16,3.16,0,0,0,0
aten::reshape,,,2.29,4.84,0,0,0,0
aten::view,,,2.55,2.55,0,0,0,0
aten::reshape,,,1.14,4.02,0,0,0,0
aten::view,,,2.88,2.88,0,0,0,0
aten::reshape,,,1.56,4.09,0,0,0,0
aten::view,,,2.53,2.53,0,0,0,0
aten::reshape,,,1.17,3.06,0,0,0,0
aten::view,,,1.89,1.89,0,0,0,0
aten::new_empty,,,4.12,25.2,0,0,0,0
aten::empty,,,5.0,21.08,0,0,0,0
empty_tensor,,,16.08,16.08,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,50.24,50.24,11.26,11.26,0,0
aten::squeeze,,,7.89,15.41,0,0,0,0
aten::as_strided,,,7.52,7.52,0,0,0,0
aten::squeeze,,,2.93,5.23,0,0,0,0
aten::as_strided,,,2.3,2.3,0,0,0,0
aten::copy_,,,94.29,123.2,0,0.6,0,0
aclnnInplaceCopy,,,28.91,28.91,0.6,0.6,0,0
aten::fill_,,,21.46,53.25,0,1.5,0,0
aclnnInplaceFillScalar,,,31.79,31.79,1.5,1.5,0,0
aten::fill_,,,8.28,14.0,0,1.4,0,0
aclnnInplaceFillScalar,,,5.72,5.72,1.4,1.4,0,0
vllm::unified_attention_with_output,,,350.48,925.5,0,22.94,0,0
aten::slice,,,10.77,24.53,0,0,0,0
aten::as_strided,,,13.76,13.76,0,0,0,0
aten::slice,,,2.02,7.77,0,0,0,0
aten::as_strided,,,5.75,5.75,0,0,0,0
aten::slice,,,7.79,11.31,0,0,0,0
aten::as_strided,,,3.52,3.52,0,0,0,0
atb::_npu_reshape_and_cache,,,98.15,124.5,0,2.18,0,0
ReshapeCacheOperation,,,26.35,26.35,2.18,2.18,0,0
aten::view,,,30.58,30.58,0,0,0,0
aten::view,,,8.15,8.15,0,0,0,0
aten::slice,,,3.92,7.71,0,0,0,0
aten::as_strided,,,3.79,3.79,0,0,0,0
npu::npu_fused_infer_attention_score,,,124.22,183.41,0,20.16,0,0
empty_tensor,,,20.95,20.95,0,0,0,0
empty_tensor,,,7.24,7.24,0,0,0,0
empty_tensor,,,3.65,3.65,0,0,0,0
empty_tensor,,,2.52,2.52,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,24.83,24.83,20.16,20.16,0,0
aten::view,,,5.53,5.53,0,0,0,0
aten::slice,,,4.3,7.86,0,0,0,0
aten::as_strided,,,3.56,3.56,0,0,0,0
aten::copy_,,,78.49,83.94,0,0.6,0,0
aclnnInplaceCopy,,,5.45,5.45,0.6,0.6,0,0
aten::slice,,,5.03,9.01,0,0,0,0
aten::as_strided,,,3.98,3.98,0,0,0,0
aten::copy_,,,48.92,70.72,0,0,0,0
aclnnInplaceCopy,,,21.8,21.8,0,0,0,0
aten::fill_,,,20.56,40.64,0,1.46,0,0
aclnnInplaceFillScalar,,,20.08,20.08,1.46,1.46,0,0
aten::fill_,,,8.42,10.93,0,1.34,0,0
aclnnInplaceFillScalar,,,2.51,2.51,1.34,1.34,0,0
vllm::gdn_attention_core,,,1748.49,2199.46,0,46.84,0,0
aten::transpose,,,13.23,26.06,0,0,0,0
aten::as_strided,,,12.83,12.83,0,0,0,0
aten::slice,,,3.98,7.23,0,0,0,0
aten::as_strided,,,3.25,3.25,0,0,0,0
aten::slice,,,1.83,3.66,0,0,0,0
aten::as_strided,,,1.83,1.83,0,0,0,0
aten::slice,,,1.49,3.07,0,0,0,0
aten::as_strided,,,1.58,1.58,0,0,0,0
aten::view,,,9.47,9.47,0,0,0,0
aten::slice,,,8.83,12.15,0,0,0,0
aten::as_strided,,,3.32,3.32,0,0,0,0
aten::transpose,,,4.5,7.31,0,0,0,0
aten::as_strided,,,2.81,2.81,0,0,0,0
aten::contiguous,,,3.09,83.18,0,23.92,0,0
aten::clone,,,6.7,80.09,0,23.92,0,0
empty_tensor,,,15.38,15.38,0,0,0,0
aten::copy_,,,32.5,58.01,0,23.92,0,0
aclnnInplaceCopy,,,25.51,25.51,23.92,23.92,0,0
aten::transpose,,,6.43,9.84,0,0,0,0
aten::as_strided,,,3.41,3.41,0,0,0,0
aten::to,,,1.65,1.65,0,0,0,0
aten::unsqueeze,,,2.65,4.88,0,0,0,0
aten::as_strided,,,2.23,2.23,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,38.29,38.29,6.94,6.94,0,0
aten::squeeze,,,7.59,16.9,0,0,0,0
aten::as_strided,,,9.31,9.31,0,0,0,0
aten::to,,,2.15,2.15,0,0,0,0
aten::split_with_sizes,,,8.56,16.78,0,0,0,0
aten::as_strided,,,3.84,3.84,0,0,0,0
aten::as_strided,,,3.25,3.25,0,0,0,0
aten::as_strided,,,1.13,1.13,0,0,0,0
aten::reshape,,,2.37,6.81,0,0,0,0
aten::view,,,4.44,4.44,0,0,0,0
aten::reshape,,,2.91,5.51,0,0,0,0
aten::view,,,2.6,2.6,0,0,0,0
aten::reshape,,,1.43,4.06,0,0,0,0
aten::view,,,2.63,2.63,0,0,0,0
aten::reshape,,,1.14,2.87,0,0,0,0
aten::view,,,1.73,1.73,0,0,0,0
aten::reshape,,,1.47,3.76,0,0,0,0
aten::view,,,2.29,2.29,0,0,0,0
aten::reshape,,,2.18,4.05,0,0,0,0
aten::view,,,1.87,1.87,0,0,0,0
aten::new_empty,,,2.97,23.89,0,0,0,0
aten::empty,,,5.23,20.92,0,0,0,0
empty_tensor,,,15.69,15.69,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,28.42,28.42,15.4,15.4,0,0
aten::squeeze,,,8.21,16.25,0,0,0,0
aten::as_strided,,,8.04,8.04,0,0,0,0
aten::squeeze,,,4.41,7.13,0,0,0,0
aten::as_strided,,,2.72,2.72,0,0,0,0
aten::copy_,,,84.01,105.6,0,0.58,0,0
aclnnInplaceCopy,,,21.59,21.59,0.58,0.58,0,0
aten::fill_,,,20.16,37.7,0,1.42,0,0
aclnnInplaceFillScalar,,,17.54,17.54,1.42,1.42,0,0
aten::fill_,,,9.37,12.12,0,1.42,0,0
aclnnInplaceFillScalar,,,2.75,2.75,1.42,1.42,0,0
vllm::gdn_attention_core,,,1512.59,1980.55,0,36.8,0,0
aten::transpose,,,13.98,24.94,0,0,0,0
aten::as_strided,,,10.96,10.96,0,0,0,0
aten::slice,,,4.54,7.64,0,0,0,0
aten::as_strided,,,3.1,3.1,0,0,0,0
aten::slice,,,2.18,4.76,0,0,0,0
aten::as_strided,,,2.58,2.58,0,0,0,0
aten::slice,,,2.29,21.55,0,0,0,0
aten::as_strided,,,19.26,19.26,0,0,0,0
aten::view,,,10.69,10.69,0,0,0,0
aten::slice,,,7.93,12.19,0,0,0,0
aten::as_strided,,,4.26,4.26,0,0,0,0
